Make,Model,Year,Mileage,Price,Body Style,Ex Color,In Color,Engine,Transmission,Doors
Toyota,4Runner SR5,2011,36006,29999,SUV,White,Black,6 Cyl,Automatic,4
Porsche,911 Carrera S,2005,20711,52500,Convertible,Silver,Black,6 Cyl,Automatic,2
Jeep,Grand Cherokee Laredo,2011,30004,28444,SUV,Silver,Black,6 Cyl,Automatic,4
Honda,Civic Si,2013,17839,19799,Coupe,Blue,Black,4 Cyl,Manual,2
Toyota,Avalon XLE,2013,35332,25988,Sedan,Black,Gray,6 Cyl,Automatic,4
Acura,MDX,2011,49010,28897,SUV,Black,Tan,6 Cyl,Automatic,4
Mercedes-Benz,C 250,2014,2082,46295,Coupe,White,Tan,4 Cyl,Automatic,2
Mercedes-Benz,C 300,2012,27379,28994,Sedan,Blue,Tan,6 Cyl,Automatic,4
Chrysler,Pacifica,2004,98300,4990,SUV,Blue,Gray,6 Cyl,Automatic,4
Cadillac,DTS Performance,2008,71216,14495,Sedan,Gray,Black,8 Cyl,Automatic,4
Volkswagen,Jetta SE,2013,3317,19757,Sedan,Red,Tan,5 Cyl,Automatic,4
Dodge,Challenger SRT8,2012,3270,39990,Coupe,Silver,Gray,8 Cyl,Manual,2
BMW,X1 xDrive28i,2014,2935,37000,SUV,Silver,Black,4 Cyl,Automatic,4
Nissan,Sentra SV,2013,19053,18995,Sedan,Gray,Gray,4 Cyl,Automatic,4
Infiniti,QX 56,2011,44763,44900,SUV,Black,Tan,8 Cyl,Automatic,4
Nissan,Sentra SR,2012,19822,15995,Sedan,Black,Tan,4 Cyl,Automatic,4
Jeep,Wrangler Unlimited,2012,26392,31495,SUV,Silver,Black,6 Cyl,Automatic,4
Land Rover,Range Rover Evoque Pure,2013,3523,39995,SUV,Red,Black,4 Cyl,Automatic,4
Porsche,911 Turbo,2003,39075,48995,Coupe,Black,Black,6 Cyl,Automatic,2
Mercedes-Benz,GL 450,2012,31961,46594,SUV,Black,Black,8 Cyl,Automatic,4
Nissan,Altima S,2014,7380,17995,Sedan,Gray,Black,4 Cyl,Automatic,4
Mercedes-Benz,SL 550,2013,1687,94990,Convertible,Gray,Black,8 Cyl,Automatic,2
Honda,Civic EX,2011,40208,15995,Coupe,Black,Black,4 Cyl,Manual,2
Infiniti,G 37,2013,6298,32995,Sedan,Gray,Gray,6 Cyl,Automatic,4
Jeep,Wrangler Sport,2012,18705,23990,SUV,Black,Black,6 Cyl,Automatic,2
BMW,6 Series 650xi,2014,5709,89985,Convertible,Black,Black,8 Cyl,Automatic,2
Saturn,VUE XE,2008,105922,7995,SUV,Red,Tan,4 Cyl,Automatic,4
Jeep,Grand Cherokee Laredo,2012,47116,24444,SUV,Blue,Gray,6 Cyl,Automatic,4
BMW,5 Series 528xi,2008,75560,15533,Sedan,Black,Gray,6 Cyl,Automatic,4
Toyota,Camry XLE,2013,4989,22998,Sedan,Beige,White,4 Cyl,Automatic,4
Audi,A5 Premium,2013,11610,35000,Coupe,Black,Black,4 Cyl,Automatic,2
Volvo,V70 XC,2002,81440,6995,Wagon,Brown,Tan,5 Cyl,Automatic,4
Honda,Odyssey EX,2012,23758,25995,Minivan,Silver,Gray,6 Cyl,Automatic,4
Honda,Accord EXL,2011,15444,20147,Sedan,Silver,Black,6 Cyl,Automatic,4
Hyundai,Sonata Limited Edition,2011,22057,17995,Sedan,Blue,Gray,4 Cyl,Automatic,4
Ford,Focus Titanium,2012,33544,17600,Hatchback,Black,Black,4 Cyl,Automatic,4
Chevrolet,Colorado LS,2005,99571,10446,Pickup,Red,Gray,5 Cyl,Automatic,4
Subaru,Impreza 2.0i,2012,10806,19891,Wagon,Black,Brown,4 Cyl,Automatic,4
Nissan,Rogue,2011,51648,17888,SUV,Black,Gray,4 Cyl,Automatic,4
Infiniti,G 37,2010,32187,22994,Coupe,Silver,Gray,6 Cyl,Automatic,2
Cadillac,Escalade EXT,2010,49153,42995,SUV,Red,Tan,8 Cyl,Automatic,4
Ford,Focus SE,2013,6694,20481,Sedan,Silver,Black,4 Cyl,Automatic,4
Ford,F-150 XLT,2011,23195,29990,Pickup,White,Black,8 Cyl,Automatic,4
Acura,TL,2013,10580,27534,Sedan,Black,Black,6 Cyl,Automatic,4
Audi,Q5 Premium,2011,14845,33669,SUV,Black,Black,4 Cyl,Automatic,4
BMW,5 Series 535i,2012,30889,39994,Sedan,White,Tan,6 Cyl,Automatic,4
Infiniti,G 37,2012,15181,28000,Sedan,Gray,Gray,6 Cyl,Automatic,4
Lexus,IS 250,2007,72262,19850,Sedan,Red,Black,6 Cyl,Automatic,4
Volkswagen,Jetta SE,2014,5057,18995,Sedan,Red,Black,4 Cyl,Automatic,4
BMW,3 Series 328i,2011,33762,22900,Sedan,Red,Black,6 Cyl,Automatic,4
Chevrolet,Cruze LT,2011,67564,12500,Sedan,Silver,Black,4 Cyl,Automatic,4
Mazda,CX-5 Touring,2013,25619,21990,SUV,Black,Black,4 Cyl,Automatic,4
Hyundai,Veracruz GLS,2008,55820,13995,SUV,Black,Gray,6 Cyl,Automatic,4
Nissan,Rogue S,2012,2408,19995,SUV,Gray,Gray,4 Cyl,Automatic,4
Audi,A3 2.0T,2011,76212,16907,Hatchback,Silver,Gray,4 Cyl,Automatic,4
Land Rover,Range Rover HSE,2006,91565,16999,SUV,Silver,Black,8 Cyl,Automatic,4
BMW,1 Series 128i,2011,36765,27995,Convertible,White,Tan,6 Cyl,Automatic,2
Mercedes-Benz,ML 350,2010,55833,29995,SUV,Black,Black,6 Cyl,Automatic,4
Subaru,XV Crosstrek Limited,2013,26171,24980,SUV,Red,Brown,4 Cyl,Automatic,4
Toyota,RAV4 Limited Edition,2011,27284,23000,SUV,Blue,Gray,6 Cyl,Automatic,4
Cadillac,Escalade ESV,2011,29914,48995,SUV,White,Black,8 Cyl,Automatic,4
Nissan,Sentra S,2011,13400,14995,Sedan,Silver,Gray,4 Cyl,Automatic,4
Lexus,RX 350,2012,47102,32950,SUV,Black,Black,6 Cyl,Automatic,4
Acura,RDX,2011,42635,24498,SUV,Gray,Brown,4 Cyl,Automatic,4
Toyota,RAV4 Limited Edition,2012,15979,24999,SUV,Black,Gray,4 Cyl,Automatic,4
Hyundai,Sonata GLS,2009,106898,7997,Sedan,White,Tan,4 Cyl,Automatic,4
Nissan,Maxima SV,2012,4453,28395,Sedan,Silver,Black,6 Cyl,Automatic,4
Mini,Cooper S,2011,28375,21995,Convertible,White,Black,4 Cyl,Manual,2
Dodge,Avenger SE,2013,36175,15499,Sedan,Blue,Black,4 Cyl,Automatic,4
Audi,A3 2.0T,2008,87346,13950,Hatchback,Black,Black,4 Cyl,Automatic,4
Honda,Accord EXL,2013,7265,25977,Coupe,Black,Black,6 Cyl,Automatic,2
Volkswagen,Jetta SE,2011,52856,12998,Sedan,Black,Black,5 Cyl,Manual,4
Mercedes-Benz,ML 350,2012,30417,39900,SUV,White,Black,6 Cyl,Automatic,4
Dodge,Ram 1500 SLT,2007,70891,18995,Pickup,Blue,Gray,8 Cyl,Automatic,4
Toyota,Camry,2004,104638,8000,Sedan,Gray,Gray,4 Cyl,Automatic,4
Nissan,Rogue SV,2011,31616,20995,SUV,Black,Black,4 Cyl,Automatic,4
Acura,TL Technology,2012,36555,27500,Sedan,Black,Black,6 Cyl,Automatic,4
Hyundai,Sonata GLS,2011,48830,12985,Sedan,Silver,Gray,4 Cyl,Automatic,4
Ford,Taurus SEL,2009,70581,11886,Sedan,Silver,Tan,6 Cyl,Automatic,4
Ford,Escape SE,2013,21329,21975,SUV,White,Black,4 Cyl,Automatic,4
Kia,Sedona EX,2007,98015,11960,Minivan,Blue,Gray,6 Cyl,Automatic,4
Hyundai,Sonata Limited Edition,2013,28256,21987,Sedan,Black,Black,4 Cyl,Automatic,4
Lexus,RX 350,2013,11889,41656,SUV,Silver,Brown,6 Cyl,Automatic,4
Lexus,HS 250h,2010,80614,18951,Sedan,White,Gray,4 Cyl,Automatic,4
Ford,Explorer XLT,2013,11317,32790,SUV,Gray,Black,6 Cyl,Automatic,4
Porsche,Panamera Turbo,2011,8471,94900,Sedan,Black,Black,8 Cyl,Automatic,4
Subaru,Outback 2.5i Limited,2009,109987,12678,Wagon,Orange,Gray,4 Cyl,Automatic,4
Mercedes-Benz,E 350,2011,24758,45000,Convertible,Gray,Tan,6 Cyl,Automatic,2
GMC,Yukon SLT,2011,31723,33995,SUV,White,Black,8 Cyl,Automatic,4
Chevrolet,Tahoe LT,2009,72214,25879,SUV,Black,Black,8 Cyl,Automatic,4
Acura,RDX Technology,2012,17605,28998,SUV,White,Gray,4 Cyl,Automatic,4
Infiniti,G 37,2011,32103,27495,Sedan,White,Gray,6 Cyl,Automatic,4
Mercedes-Benz,C 300,2014,7082,47010,Sedan,White,Gray,6 Cyl,Automatic,4
Mercedes-Benz,C 300,2010,27876,26890,Sedan,White,Tan,6 Cyl,Automatic,4
Nissan,Maxima SV,2011,29000,20950,Sedan,Black,Black,6 Cyl,Automatic,4
Hyundai,Veloster,2012,23222,17998,Hatchback,Gray,Black,4 Cyl,Automatic,2
Toyota,Avalon,2011,60905,22994,Sedan,Gray,Gray,6 Cyl,Automatic,4
Chevrolet,Camaro LT,2011,12045,23677,Coupe,Red,Black,6 Cyl,Automatic,2
Dodge,Grand Caravan SXT,2010,65642,13500,Minivan,Black,Gray,6 Cyl,Automatic,4
Honda,Insight EX,2011,43478,11985,Hatchback,Blue,Gray,Hybrid,Automatic,4
Honda,Odyssey Touring,2007,120548,12399,Minivan,Blue,Gray,6 Cyl,Automatic,4
Mercedes-Benz,GL 450,2011,25704,42595,SUV,Silver,Black,8 Cyl,Automatic,4
Lexus,IS 250,2010,29742,23995,Sedan,White,Black,6 Cyl,Automatic,4
Hyundai,Elantra GLS,2007,67161,6999,Sedan,Blue,Gray,4 Cyl,Automatic,4
Mercedes-Benz,G 63 AMG,2013,12929,127880,SUV,Silver,Brown,8 Cyl,Automatic,4
Chrysler,Town &amp; Country Touring,2012,40952,20986,Minivan,Silver,Black,6 Cyl,Automatic,4
Mercedes-Benz,ML 350,2011,44023,28789,SUV,Blue,Brown,6 Cyl,Automatic,4
Jeep,Compass Sport,2007,100786,8950,SUV,Blue,Gray,4 Cyl,Automatic,4
GMC,Terrain SLT,2014,13310,28497,SUV,Blue,Black,6 Cyl,Automatic,4
Chevrolet,Venture,2003,153586,3995,Minivan,Red,Gray,6 Cyl,Automatic,4
Toyota,Tundra Grade,2011,28150,33000,Pickup,Red,Black,8 Cyl,Automatic,4
Saab,9-3,2008,62931,11495,Sedan,Blue,Tan,4 Cyl,Manual,4
Ford,Transit Connect XLT,2012,33062,19995,Minivan,Silver,Gray,4 Cyl,Automatic,4
Toyota,Avalon XL,2005,98041,9995,Sedan,Purple,Tan,6 Cyl,Automatic,4
Infiniti,G 37,2012,34530,25883,Sedan,Silver,Gray,6 Cyl,Automatic,4
Hyundai,Santa Fe GLS,2012,24732,18985,SUV,Silver,Gray,4 Cyl,Automatic,4
Cadillac,Escalade,2008,94619,26477,SUV,Blue,Black,8 Cyl,Automatic,4
Nissan,Rogue,2013,15168,24998,SUV,Black,Black,4 Cyl,Automatic,4
Honda,Accord EX,2009,70123,13495,Sedan,Gray,Gray,4 Cyl,Automatic,4
Dodge,Caliber R/T,2007,55254,13900,Hatchback,Blue,Blue,4 Cyl,Automatic,4
Hyundai,Accent SE,2012,26616,14789,Hatchback,Black,Black,4 Cyl,Automatic,4
Cadillac,CTS V,2012,655,58799,Sedan,Black,Black,8 Cyl,Automatic,4
Honda,CR-V EXL,2011,16483,21370,SUV,Blue,Gray,4 Cyl,Automatic,4
Mini,Cooper,2013,19013,17990,Hatchback,Red,Black,4 Cyl,Automatic,2
Acura,TL,2012,12477,28000,Sedan,Black,Black,6 Cyl,Automatic,4
Acura,TSX,2011,32811,22242,Sedan,Blue,Black,4 Cyl,Automatic,4
Jaguar,XF Premium,2009,79842,20968,Sedan,Silver,Gray,8 Cyl,Automatic,4
Ford,Escape XLT,2012,50195,16992,SUV,Silver,Black,6 Cyl,Automatic,4
Dodge,Charger SE,2013,35970,19195,Sedan,White,Black,6 Cyl,Automatic,4
Chevrolet,Silverado 1500 LT,2009,144244,15929,Pickup,Black,Black,8 Cyl,Automatic,4
Land Rover,LR2 HSE,2011,33638,24995,SUV,Black,Black,6 Cyl,Automatic,4
Lexus,CT 200h,2014,10,33423,Hatchback,Silver,Black,Hybrid,Automatic,4
Ford,Econoline E-350,2013,29770,23990,Van,Silver,Gray,8 Cyl,Automatic,3
Cadillac,ATS Performance,2013,3587,33990,Sedan,White,Red,4 Cyl,Automatic,4
BMW,7 Series 750Li,2011,43646,44995,Sedan,White,Brown,8 Cyl,Automatic,4
Jeep,Wrangler Unlimited,2011,21265,30995,SUV,Silver,Black,6 Cyl,Manual,4
Chevrolet,Camaro LT,2012,34862,22986,Coupe,Red,Black,6 Cyl,Automatic,2
Porsche,Panamera S,2014,5148,89900,Sedan,Black,Black,8 Cyl,Automatic,4
Dodge,Avenger SE,2012,28075,12995,Sedan,Silver,Black,4 Cyl,Automatic,4
Toyota,Highlander,2011,35870,24398,SUV,Blue,Tan,6 Cyl,Automatic,4
BMW,X6 xDrive50i,2011,37468,47577,SUV,Black,Black,8 Cyl,Automatic,4
Mercedes-Benz,E 350,2012,12165,48900,Sedan,Black,Tan,6 Cyl,Automatic,4
Lincoln,MKX,2011,46721,28990,SUV,Silver,Black,6 Cyl,Automatic,4
Volvo,S80,2011,56520,20999,Sedan,Black,Black,6 Cyl,Automatic,4
Cadillac,SRX Performance,2010,45640,26794,SUV,Red,Black,6 Cyl,Automatic,4
Acura,MDX Technology,2011,28956,30980,SUV,Black,Brown,6 Cyl,Automatic,4
Chevrolet,Corvette ZR1,2009,570,76450,Coupe,Red,Black,8 Cyl,Manual,2
Cadillac,Escalade,2011,30028,47995,SUV,Black,Black,8 Cyl,Automatic,4
Mercedes-Benz,C 300,2011,25889,27980,Sedan,White,Tan,6 Cyl,Automatic,4
Ford,Escape Limited,2012,14117,25795,SUV,White,Tan,6 Cyl,Automatic,4
Ford,Escape XLT,2011,44790,19585,SUV,Black,Black,6 Cyl,Automatic,4
Mercedes-Benz,C 300,2011,24320,29900,Sedan,White,Black,6 Cyl,Automatic,4
Lexus,RX 350,2008,131098,14900,SUV,Blue,Black,6 Cyl,Automatic,4
BMW,7 Series 740i,2012,22347,47040,Sedan,Black,Black,6 Cyl,Automatic,4
Nissan,Rogue S,2011,39119,15888,SUV,Black,Black,4 Cyl,Automatic,4
Ford,Econoline E-250,2013,3414,23999,Van,White,Gray,8 Cyl,Automatic,3
Mercedes-Benz,C 300,2012,18367,27859,Sedan,Black,Black,6 Cyl,Automatic,4
Nissan,Juke SL,2012,66443,16030,SUV,White,Gray,4 Cyl,Automatic,4
BMW,4 Series 435i,2014,3068,47984,Coupe,Gray,Black,6 Cyl,Automatic,2
Ford,Edge SEL,2007,84023,13886,SUV,Red,Black,6 Cyl,Automatic,4
Mercedes-Benz,CLS 550,2009,50649,34995,Coupe,Black,Black,8 Cyl,Automatic,4
Chevrolet,Express 3500,2012,20249,23900,Van,White,Gray,8 Cyl,Automatic,3
Saturn,Ion 2,2006,93872,7995,Coupe,Black,Tan,4 Cyl,Automatic,4
Audi,Q7,2013,13570,45996,SUV,Gray,Black,6 Cyl,Automatic,4
Honda,Civic LX,2012,28441,16991,Sedan,Silver,Gray,4 Cyl,Automatic,4
Honda,CR-V EXL,2007,76349,15991,SUV,Silver,Gray,4 Cyl,Automatic,4
Nissan,Pathfinder S,2011,36423,18869,SUV,Red,Gray,6 Cyl,Automatic,4
Chevrolet,Malibu LS,2011,35925,12994,Sedan,White,Tan,4 Cyl,Automatic,4
Mazda,CX-9 Touring,2010,59102,19477,SUV,Gray,Black,6 Cyl,Automatic,4
BMW,X3 28i,2011,37111,32883,SUV,Black,White,6 Cyl,Automatic,4
Mazda,626 ES,2002,72407,5750,Sedan,White,Tan,6 Cyl,Automatic,4
Audi,Q5 Premium Plus,2012,28445,37995,SUV,Blue,Tan,4 Cyl,Automatic,4
Mazda,Mazda6 i Touring,2012,38546,15777,Sedan,Black,Black,4 Cyl,Automatic,4
Mercedes-Benz,E 350,2012,48075,34029,Sedan,Black,Tan,6 Cyl,Automatic,4
Honda,CR-V EX,2012,12497,22990,SUV,White,Tan,4 Cyl,Automatic,4
Nissan,Versa S,2012,36036,12998,Sedan,Gray,Black,4 Cyl,Automatic,4
Volvo,S60,2012,42041,19994,Sedan,Black,Tan,5 Cyl,Automatic,4
Honda,Accord EXL,2012,32657,20998,Sedan,Black,Black,6 Cyl,Automatic,4
Land Rover,Range Rover HSE,2008,104722,25995,SUV,Gray,Tan,8 Cyl,Automatic,4
Jeep,Liberty Sport,2012,29370,20575,SUV,Red,Gray,6 Cyl,Automatic,4
Infiniti,G 37,2009,54645,18994,Sedan,White,Tan,6 Cyl,Automatic,4
Nissan,Rogue S,2011,33325,17395,SUV,Blue,Black,4 Cyl,Automatic,4
BMW,X5 3.0i,2005,82896,13496,SUV,Gray,Black,6 Cyl,Automatic,4
BMW,3 Series 328i,2011,22075,22995,Sedan,Silver,Black,6 Cyl,Manual,4
BMW,5 Series 535i,2014,11646,58997,Hatchback,Gray,Black,6 Cyl,Automatic,4
Chrysler,200 LX,2014,114,18995,Sedan,Black,Black,6 Cyl,Automatic,4
Nissan,Versa S,2009,52677,9995,Hatchback,Red,Black,4 Cyl,Automatic,4
Chevrolet,Corvette,2006,6262,36991,Convertible,Red,Black,8 Cyl,Manual,2
Kia,Optima EX,2012,49925,17995,Sedan,Red,Tan,4 Cyl,Automatic,4
Honda,Civic EX,2012,21740,15987,Coupe,White,Gray,4 Cyl,Automatic,2
Ford,Explorer Eddie Bauer,2010,107538,15290,SUV,Red,Tan,6 Cyl,Automatic,4
Subaru,Legacy 2.5i Premium,2014,2402,21661,Sedan,Blue,Brown,4 Cyl,Automatic,4
Nissan,Leaf,2012,8658,17777,Hatchback,Silver,Gray,Electric,Automatic,4
Toyota,Sienna LE,2014,2385,32500,Minivan,Gray,Gray,6 Cyl,Automatic,4
Volkswagen,Beetle,2014,6157,21000,Hatchback,Gray,Black,5 Cyl,Automatic,2
Buick,Regal CXL,2011,47837,16700,Sedan,Blue,Brown,4 Cyl,Automatic,4
Toyota,Sienna XLE,2011,20524,27991,Minivan,Blue,Gray,6 Cyl,Automatic,4
GMC,Acadia SL,2011,35582,22984,SUV,Blue,Black,6 Cyl,Automatic,4
Mercedes-Benz,S 550,2011,35604,43877,Sedan,Black,Black,8 Cyl,Automatic,4
Cadillac,Escalade EXT,2011,43507,45988,SUV,Black,Black,8 Cyl,Automatic,4
Lexus,GS 350,2011,39789,31200,Sedan,Silver,Black,6 Cyl,Automatic,4
Toyota,Camry,2012,8638,24500,Sedan,Black,Gray,6 Cyl,Automatic,4
Nissan,Altima S,2012,16513,16495,Sedan,White,Black,4 Cyl,Automatic,4
Subaru,Outback 2.5i,2013,15370,22386,Wagon,White,Brown,4 Cyl,Automatic,4
Toyota,Corolla LE,2012,19415,15500,Sedan,White,Tan,4 Cyl,Automatic,4
BMW,X6 xDrive35i,2014,9560,58553,SUV,Black,Black,6 Cyl,Automatic,4
Toyota,Prius c,2012,12382,17995,Hatchback,Red,Gray,Hybrid,Automatic,4
Toyota,Venza LE,2012,14465,24000,Wagon,White,Gray,4 Cyl,Automatic,4
Volvo,XC60,2012,30108,25335,SUV,Silver,Black,6 Cyl,Automatic,4
Nissan,Altima S,2012,5873,16921,Sedan,Gray,Tan,4 Cyl,Automatic,4
Nissan,Altima SL,2011,45272,14995,Sedan,White,Black,4 Cyl,Automatic,4
Land Rover,Range Rover Supercharged,2013,13775,134995,SUV,Black,Black,8 Cyl,Automatic,4
Mercedes-Benz,S 550,2010,22000,58999,Sedan,White,Black,8 Cyl,Automatic,4
Nissan,Murano SL,2009,68417,17995,SUV,Silver,Black,6 Cyl,Automatic,4
Chevrolet,Impala LT,2013,29594,16999,Sedan,White,Black,6 Cyl,Automatic,4
Infiniti,G 37,2011,48000,24895,Sedan,Gray,Gray,6 Cyl,Automatic,4
BMW,3 Series 328i,2011,18086,37125,Convertible,Black,Black,6 Cyl,Automatic,2
Ford,Mustang,2014,31438,22987,Convertible,Black,Black,6 Cyl,Automatic,2
BMW,X3 28i,2011,32471,26991,SUV,Black,Tan,6 Cyl,Automatic,4
Mercedes-Benz,GLK 350,2012,34333,30989,SUV,White,Black,6 Cyl,Automatic,4
Toyota,Camry,2012,48395,21500,Sedan,Silver,Gray,6 Cyl,Automatic,4
Cadillac,Escalade,2011,30730,44995,SUV,Gray,Brown,8 Cyl,Automatic,4
Mercedes-Benz,R 350,2007,113434,12900,SUV,Silver,Gray,6 Cyl,Automatic,4
Ford,F-150 SVT Raptor,2012,24723,48995,Pickup,Silver,Black,8 Cyl,Automatic,4
Mercedes-Benz,E 350,2012,16499,43390,Sedan,White,Tan,6 Cyl,Automatic,4
Audi,A8 L,2006,101601,17450,Sedan,Blue,Tan,8 Cyl,Automatic,4
Audi,Q7 Premium Plus,2011,30219,41595,SUV,Black,Black,6 Cyl,Automatic,4
Honda,Accord EX,2008,108651,9700,Sedan,Gray,Gray,4 Cyl,Automatic,4
Chevrolet,Express 1500,2003,130306,8450,Van,Blue,Gray,8 Cyl,Automatic,3
Acura,MDX Technology,2008,65134,22900,SUV,Gray,Brown,6 Cyl,Automatic,4
Jeep,Wrangler Unlimited,2010,63020,21992,SUV,Blue,Gray,6 Cyl,Automatic,4
Toyota,RAV4,2012,61674,14990,SUV,White,Gray,4 Cyl,Automatic,4
Mercedes-Benz,E 350,2010,33669,32900,Sedan,Gray,Black,6 Cyl,Automatic,4
Toyota,Tundra,2008,60402,24500,Pickup,Blue,Gray,8 Cyl,Automatic,4
Acura,MDX Technology,2011,47390,32987,SUV,White,Tan,6 Cyl,Automatic,4
Toyota,Corolla LE,2008,60853,9998,Sedan,Black,Gray,4 Cyl,Manual,4
Nissan,Rogue S,2010,31978,14995,SUV,Black,Black,4 Cyl,Automatic,4
Acura,MDX Technology,2011,37082,29900,SUV,Gray,Brown,6 Cyl,Automatic,4
Mercedes-Benz,E 350,2011,41000,46999,Wagon,Blue,Brown,6 Cyl,Automatic,4
Honda,Accord EX,2013,7388,22614,Sedan,Red,White,4 Cyl,Automatic,4
Nissan,Sentra SR,2011,36551,13777,Sedan,Black,Gray,4 Cyl,Automatic,4
BMW,X1 xDrive28i,2014,5384,31997,SUV,Black,Black,4 Cyl,Automatic,4
Mercedes-Benz,GL 450,2011,65148,34595,SUV,White,Brown,8 Cyl,Automatic,4
Nissan,Sentra SR,2011,42793,13777,Sedan,Blue,Gray,4 Cyl,Automatic,4
Hyundai,Genesis,2012,38376,18995,Sedan,Gray,Black,6 Cyl,Automatic,4
Audi,A4 2.0T,2011,37280,23835,Sedan,Brown,Tan,4 Cyl,Automatic,4
Chevrolet,Traverse LS,2012,25971,22988,SUV,Blue,Gray,6 Cyl,Automatic,4
Honda,Fit Sport,2013,245,16000,Hatchback,Black,Black,4 Cyl,Automatic,4
Honda,Civic LX,2007,84954,8963,Sedan,Blue,Gray,4 Cyl,Automatic,4
Mazda,CX-5 Touring,2013,34279,21977,SUV,Black,Black,4 Cyl,Automatic,4
Cadillac,CTS,2012,18551,29994,Coupe,Black,Black,6 Cyl,Automatic,2
Lincoln,MKZ,2012,11557,23947,Sedan,Black,Gray,6 Cyl,Automatic,4
Dodge,Challenger SXT,2012,23470,21795,Coupe,Black,Gray,6 Cyl,Automatic,2
BMW,5 Series 535i,2011,27475,35998,Sedan,Gray,Black,6 Cyl,Automatic,4
Honda,Accord EXL,2010,29544,16995,Coupe,White,White,4 Cyl,Automatic,2
Hyundai,Azera Limited Edition,2006,44218,13995,Sedan,Purple,Tan,6 Cyl,Automatic,4
Lexus,ES 350,2011,15214,30500,Sedan,White,Tan,6 Cyl,Automatic,4
Mercedes-Benz,ML 350,2011,32728,33593,SUV,White,Brown,6 Cyl,Automatic,4
Mercedes-Benz,GLK 350,2011,16000,32799,SUV,Black,Black,6 Cyl,Automatic,4
Ford,Expedition Limited,2012,56055,33980,SUV,Gray,Black,8 Cyl,Automatic,4
Jeep,Grand Cherokee Laredo,2012,42483,26935,SUV,Black,Gray,6 Cyl,Automatic,4
Jeep,Grand Cherokee Laredo,2005,119621,7999,SUV,Green,Gray,6 Cyl,Automatic,4
Nissan,Rogue S,2011,28577,17995,SUV,Gray,Black,4 Cyl,Automatic,4
Acura,TSX,2008,95269,13402,Sedan,Black,Tan,4 Cyl,Automatic,4
Toyota,Tundra Limited Edition,2011,22090,38000,Pickup,Blue,Gray,8 Cyl,Automatic,4
Nissan,Rogue,2011,32541,18999,SUV,Purple,Black,4 Cyl,Automatic,4
Land Rover,LR2,2013,8168,32900,SUV,White,Black,4 Cyl,Automatic,4
Ford,Focus SE,2012,85961,10969,Hatchback,Black,Gray,4 Cyl,Automatic,4
Nissan,Sentra S,2010,19447,12998,Sedan,Silver,Gray,4 Cyl,Automatic,4
Jeep,Cherokee Sport,1999,80842,5999,SUV,Blue,Gray,6 Cyl,Automatic,4
Acura,MDX,2011,38287,28571,SUV,Gray,Brown,6 Cyl,Automatic,4
Honda,Odyssey EX,2012,28847,27990,Minivan,White,Tan,6 Cyl,Automatic,4
Mercedes-Benz,E 350,2010,31373,29880,Sedan,Black,Tan,6 Cyl,Automatic,4
Toyota,Tacoma,2013,16311,32500,Pickup,Gray,Gray,6 Cyl,Manual,4
Toyota,Sienna LE,2013,34751,23777,Minivan,Gray,Gray,6 Cyl,Automatic,4
Hyundai,Veloster,2012,11439,15997,Hatchback,Blue,Gray,4 Cyl,Automatic,2
Infiniti,G 37,2009,48503,19573,Sedan,Black,Gray,6 Cyl,Automatic,4
Chrysler,300 Touring,2010,46286,15988,Sedan,Red,Gray,6 Cyl,Automatic,4
Honda,Odyssey EX,2011,25292,22595,Minivan,Silver,Gray,6 Cyl,Automatic,4
Honda,CR-V LX,2011,38579,17295,SUV,Silver,Gray,4 Cyl,Automatic,4
Toyota,Highlander Limited,2010,58498,28995,SUV,Silver,Gray,Hybrid,Automatic,4
Subaru,Legacy 3.6 R Limited,2012,11664,24962,Sedan,Silver,Black,6 Cyl,Automatic,4
Nissan,Altima S,2012,17776,17980,Sedan,Gray,White,4 Cyl,Automatic,4
Acura,TSX,2004,188734,7495,Sedan,Silver,Black,4 Cyl,Manual,4
Mercedes-Benz,GL 450,2011,35278,43980,SUV,Black,Brown,8 Cyl,Automatic,4
Land Rover,Range Rover Sport HSE,2013,42836,57941,SUV,Black,Black,8 Cyl,Automatic,4
Mercedes-Benz,E 320,2005,59866,17995,Sedan,Silver,Gray,6 Cyl,Automatic,4
Volkswagen,Golf R,2013,15124,30886,Hatchback,Blue,Black,4 Cyl,Manual,4
Honda,Civic LX,2012,60097,12995,Sedan,Silver,Gray,4 Cyl,Automatic,4
Hyundai,Elantra GLS,2009,59270,9998,Sedan,Beige,Tan,4 Cyl,Automatic,4
Ford,Escape Limited,2012,13377,20900,SUV,White,Tan,4 Cyl,Automatic,4
Acura,RDX,2012,18278,28000,SUV,Red,Brown,4 Cyl,Automatic,4
Infiniti,QX 56,2011,66573,41500,SUV,Black,Gray,8 Cyl,Automatic,4
Honda,Ridgeline RTS,2010,37940,26195,Pickup,Black,Gray,6 Cyl,Automatic,4
Nissan,Altima SE,2004,185619,3999,Sedan,Brown,Tan,6 Cyl,Automatic,4
Ford,Fiesta SE,2013,16727,13395,Sedan,Black,Black,4 Cyl,Automatic,4
Nissan,Altima SR,2012,27772,17995,Sedan,Black,Gray,6 Cyl,Automatic,4
Nissan,Maxima SV,2011,30000,20000,Sedan,Red,Black,6 Cyl,Automatic,4
